# pdufa.bio conference run-up study, 1,425 presentations 2017-2026. License: CC BY 4.0. Tier column is point-in-time market cap. Returns in percent, anchored on the meeting start date. Not investment advice.
ticker,company,conf,year,cap_tier_pit,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d
ARGX,argenx SE,ASH,2017,,32.39,26.09,17.89,-0.72,80.62,90.67,101.58
BMY,Bristol-Myers Squibb Company,ASH,2017,large,4.14,2.56,1.31,-0.08,1.38,-0.03,-1.86
TGTX,TG Therapeutics Inc.,ASH,2017,small,4.29,0.59,11.84,4.29,-5.29,-1.18,-0.59
FBIO,Fortress Biotech Inc.,ASH,2017,micro,-4.21,-6.67,-9.23,-4.21,-2.75,-4.95,-10.44
GERN,Geron Corporation,ASH,2017,small,-1.46,-1.46,5.18,7.41,-2.96,-1.48,-7.39
AFMD,Affimed N.V.,ASH,2017,,-1.27,-2.5,0.0,-2.5,-35.9,-35.9,-35.9
APVO,Aptevo Therapeutics Inc.,ASH,2025,nano,-10.67,-14.1,13.56,5.51,-10.45,-17.91,-23.88
NKTR,Nektar Therapeutics,SITC,2017,mid,31.21,37.3,38.24,33.86,21.72,42.77,60.37
INO,Inovio Pharmaceuticals Inc.,SITC,2017,small,-30.13,-29.01,-24.01,-23.22,2.71,6.55,2.03
AZN,AstraZeneca PLC,SITC,2017,,-2.27,-1.97,-1.13,-3.97,-0.6,-0.26,1.72
IOVA,Iovance Biotherapeutics Inc.,SITC,2017,small,-8.48,-1.63,2.55,-2.3,11.34,9.27,24.48
ENTA,Enanta Pharmaceuticals Inc.,AASLD,2017,small,13.03,10.71,-0.13,0.54,0.33,2.93,4.44
BMY,Bristol-Myers Squibb Company,ESMO,2017,large,13.3,10.38,7.28,4.54,0.64,0.13,0.91
EXEL,Exelixis Inc.,ESMO,2017,mid,-6.01,-2.04,-4.38,-10.39,3.77,6.2,-10.09
AZN,AstraZeneca PLC,ESMO,2017,,7.0,10.72,8.93,6.17,0.78,-1.33,3.45
GMAB,Genmab A/S,ESMO,2017,,3.97,11.01,1.92,-0.47,0.77,-2.36,-1.42
PFE,Pfizer Inc.,ESMO,2017,large,3.01,1.7,2.29,0.22,0.96,4.03,5.8
MRK,Merck & Company Inc.,ESMO,2017,large,0.99,3.44,2.56,0.72,1.26,2.87,1.26
XLO,Xilio Therapeutics Inc.,SITC,2025,nano,4.49,4.68,5.24,4.39,-3.18,-14.95,-9.45
AIM,AIM ImmunoTech Inc.,SITC,2025,nano,-38.76,-34.71,-35.77,-16.4,-6.33,-8.86,-14.56
MDGL,Madrigal Pharmaceuticals Inc.,AASLD,2025,large,10.42,14.39,12.27,18.65,10.68,13.11,20.17
VRCA,Verrica Pharmaceuticals Inc.,SITC,2025,nano,-19.53,-15.61,-7.98,-2.81,5.78,7.8,36.42
VOR,Vor Biopharma Inc.,ASN,2025,micro,-53.12,-42.09,-33.52,-16.56,-47.38,-46.42,-55.29
MNPR,Monopar Therapeutics Inc.,AASLD,2025,small,6.65,-20.68,-0.36,-3.63,3.06,-5.58,14.58
AZN,AstraZeneca PLC,AASLD,2025,,13.74,-1.69,1.33,2.64,5.43,5.46,9.95
AMRN,Amarin Corporation plc,AHA,2025,mid,-2.3,-18.05,-18.35,0.32,2.42,2.1,1.85
CHRS,Coherus Oncology Inc.,SITC,2025,micro,-21.18,-22.54,-16.25,-16.25,0.75,-15.67,-4.48
TNYA,Tenaya Therapeutics Inc.,AHA,2025,micro,-18.99,-35.35,-22.89,-10.49,10.94,-1.56,-4.69
BCAB,BioAtla Inc.,SITC,2025,nano,-4.3,-26.19,-15.74,-8.44,-0.25,23.36,35.73
KZR,Kezar Life Sciences Inc.,AASLD,2025,,65.75,43.36,-1.79,-2.58,2.31,2.15,3.31
GALT,Galectin Therapeutics Inc.,AASLD,2025,small,23.22,1.96,1.96,-13.33,5.77,15.38,5.96
GILD,Gilead Sciences Inc.,SITC,2025,large,10.08,5.31,2.03,3.01,-4.25,1.31,2.63
MLYS,Mineralys Therapeutics Inc.,ASN,2025,mid,-7.45,-12.22,-7.24,-9.42,20.24,10.38,13.13
MTVA,MetaVia Inc.,AASLD,2025,nano,-12.37,-13.1,-13.27,-14.38,-5.88,-17.75,-18.29
TVTX,Travere Therapeutics Inc.,ASN,2025,mid,31.62,32.35,18.67,-5.29,3.24,3.6,4.17
SMMT,Summit Therapeutics Inc.,SITC,2025,large,-11.93,-13.58,-4.3,-2.43,-0.81,-2.28,-12.25
VKTX,Viking Therapeutics Inc.,OBESITYWEEK,2025,,45.36,4.26,7.52,-4.45,0.82,6.94,-6.03
CMMB,Chemomab Therapeutics Ltd.,AASLD,2025,small,6.8,-20.77,-8.25,-10.4,-1.12,-4.49,-8.99
VERA,Vera Therapeutics Inc.,ASN,2025,small,-10.61,-21.06,-14.54,-18.77,0.37,17.72,15.64
KALV,KalVista Pharmaceuticals Inc.,ACAAI,2025,,-9.17,-6.94,-0.09,0.18,-1.91,19.11,18.47
ATXS,Astria Therapeutics Inc.,ACAAI,2025,,76.5,49.35,1.94,0.88,-0.87,-1.43,-1.35
COGT,Cogent Biosciences Inc.,ASH,2025,mid,156.25,161.61,5.47,-2.49,-0.62,3.79,1.47
RHHBY,Roche Holding AG ADR,ASH,2025,,16.18,11.52,2.75,0.41,3.13,2.72,7.55
ONC,BeOne Medicines Ltd.,ASH,2025,large,3.89,0.92,-7.14,-3.78,-1.3,-3.79,-2.95
CGEM,Cullinan Therapeutics Inc.,ASH,2025,small,36.47,47.29,11.83,-1.49,16.71,2.17,-2.36
IPSEY,Ipsen ADR,ASH,2025,,1.12,-0.59,-4.46,-4.38,2.51,1.25,-0.48
GILD,Gilead Sciences Inc.,ASH,2025,large,0.23,2.0,-4.28,-2.5,-1.53,-1.19,2.43
CASI,CASI Pharmaceuticals Inc.,ASH,2025,,-41.46,-30.43,-21.94,-2.61,-10.75,-9.38,-16.64
AAPG,Ascentage Pharma Group International,ASH,2025,large,-7.28,3.62,7.31,1.17,-8.58,-16.06,-19.43
GILD,Gilead Sciences Inc.,ASH,2025,large,0.23,2.0,-4.28,-2.5,-1.53,-1.19,2.43
IRON,Disc Medicine Inc.,ASH,2025,mid,8.91,11.22,0.71,1.71,-1.65,-1.35,-14.71
ARVN,Arvinas Inc.,ASH,2025,small,38.87,20.32,11.02,8.3,2.42,-3.52,-3.67
GMAB,Genmab A/S,ASH,2025,,6.19,10.75,4.24,1.12,-2.55,-0.54,4.16
ACLX,Arcellx Inc.,ASH,2025,,-17.86,-19.63,-22.87,-1.02,1.84,-1.75,-6.3
TARA,Protara Therapeutics Inc.,ASCO-GU,2025,micro,15.19,34.05,-7.85,-17.72,10.45,-7.72,-13.99
PRTA,Prothena Corporation plc,AHA,2025,small,7.89,4.05,-0.09,2.63,3.04,-1.61,-0.28
NVO,Novo Nordisk A/S,AHA,2025,,-17.21,-18.92,-11.74,-4.79,9.4,3.5,2.44
PHVS,Pharvaris N.V.,ACAAI,2025,small,-11.01,-2.17,-5.39,-4.04,11.72,15.42,17.6
INKT,MiNK Therapeutics Inc.,SITC,2025,micro,-3.43,-6.1,-9.01,-1.64,3.25,-9.3,-16.7
ELTX,Elicio Therapeutics Inc.,SITC,2025,micro,-18.17,-16.71,-8.56,-4.11,4.06,-1.69,-2.82
ALGS,Aligos Therapeutics Inc.,AASLD,2025,nano,-26.51,-25.34,-27.64,-6.11,-5.52,-0.71,34.65
CMPX,Compass Therapeutics Inc.,SITC,2024,micro,-2.13,-7.07,6.98,8.24,3.26,-25.0,-19.02
AMGN,Amgen Inc.,ACR,2024,large,-7.42,-8.0,-7.3,-9.02,-5.8,-0.47,-6.03
APVO,Aptevo Therapeutics Inc.,SITC,2024,nano,53.89,96.45,16.39,-1.77,-0.72,-22.02,11.19
CUE,Cue Biopharma Inc.,SITC,2024,micro,127.11,42.15,-3.37,15.44,-1.16,-36.05,-38.37
ADAG,Adagene Inc.,SITC,2024,micro,18.92,19.46,-12.58,-13.44,-7.2,-15.15,-14.02
REPL,Replimune Group Inc.,SITC,2024,small,13.5,16.59,3.24,3.49,-2.01,-13.42,6.59
SRRK,Scholar Rock Holding Corporation,SITC,2024,mid,263.05,1.96,-4.44,5.1,-8.32,-9.28,29.71
NBP,NovaBridge Biosciences,SITC,2024,micro,-11.29,-20.29,-7.56,0.92,-3.64,-8.18,-14.55
RCUS,Arcus Biosciences Inc.,SITC,2024,small,16.74,-1.33,7.14,14.72,-6.05,-19.16,-18.43
ELTX,Elicio Therapeutics Inc.,SITC,2024,nano,-8.89,-3.56,-0.86,0.44,9.54,18.87,6.94
IMNN,Imunon Inc.,SITC,2024,nano,-21.03,-19.48,-11.43,-13.54,0.89,-12.26,-1.14
REGN,Regeneron Pharmaceuticals Inc.,SITC,2024,large,-20.93,-18.82,-11.63,-2.27,0.15,-8.21,-10.49
ALT,Altimmune Inc.,AASLD,2024,small,35.79,22.97,25.52,10.16,-15.48,2.6,4.61
ANIX,Anixa Biosciences Inc.,SITC,2024,micro,13.48,20.27,11.38,-1.09,-8.01,-14.92,-11.6
CUE,Cue Biopharma Inc.,SITC,2024,micro,162.02,44.72,20.27,17.11,5.06,-29.78,-42.7
MAIA,MAIA Biotechnology Inc.,SITC,2024,micro,27.2,22.51,32.27,20.73,-20.78,-31.93,-37.35
IOVA,Iovance Biotherapeutics Inc.,ASCO,2024,mid,27.78,26.08,15.09,9.74,-13.27,-33.39,-30.37
ALLO,Allogene Therapeutics Inc.,SITC,2024,small,18.38,22.9,26.77,25.78,-4.35,-23.6,-34.47
HOWL,Werewolf Therapeutics Inc.,SITC,2024,micro,16.19,34.81,-20.26,-4.69,-5.74,-20.9,-27.05
IOBT,IO Biotech Inc.,SITC,2024,,8.41,12.62,-4.92,-6.45,-5.17,-23.28,-41.21
CLLS,Cellectis S.A.,SITC,2024,micro,-19.18,-11.5,-6.84,-0.56,0.0,7.91,5.08
NXTC,NextCure Inc.,SITC,2024,nano,-4.38,3.15,-4.38,-2.96,0.76,7.63,-0.76
HCM,HUTCHMED (China) Limited,ESMO,2024,large,6.46,-7.27,-12.79,-1.74,0.43,-8.49,-3.54
CRVO,CervoMed Inc.,CTAD,2024,micro,-17.88,-4.83,-2.81,-2.29,-4.61,-5.23,-18.74
ACET,Adicet Bio Inc.,ACR,2024,micro,-32.85,-36.45,-24.85,-24.85,8.78,-4.55,16.17
PSTV,PLUS THERAPEUTICS Inc.,SNO,2024,nano,-12.41,-11.11,-2.44,2.56,2.5,7.5,12.5
CATX,Isoray. (DE),ASCO-GI,2024,micro,-76.3,-73.98,-73.33,-61.93,23.0,38.33,25.67
CMMB,Chemomab Therapeutics Ltd.,AASLD,2024,small,21.32,4.43,15.38,-10.81,-0.61,-3.64,1.21
VKTX,Viking Therapeutics Inc.,AASLD,2024,mid,-26.35,-20.83,-24.01,-18.96,4.93,8.78,4.34
LGND,Ligand Pharmaceuticals Incorporated,AASLD,2024,mid,8.45,4.85,0.49,-7.51,-0.1,11.34,8.34
FATE,Fate Therapeutics Inc.,ACR,2024,micro,-33.77,-35.87,-26.81,-21.09,7.92,19.8,30.2
CABA,Cabaletta Bio Inc.,ACR,2024,micro,-24.44,-32.96,-24.25,-32.06,-16.17,-24.42,17.49
MIRM,Mirum Pharmaceuticals Inc.,AASLD,2024,mid,14.84,13.09,10.01,6.95,-5.42,-0.52,2.45
BMEA,Biomea Fusion Inc.,ATTD,2024,micro,-37.39,-41.9,-26.13,-18.68,-1.68,6.13,5.21
ABOS,Acumen Pharmaceuticals Inc.,CTAD,2024,micro,17.44,26.78,13.91,10.58,-5.94,4.62,-13.86
ALGS,Aligos Therapeutics Inc.,AASLD,2024,micro,155.6,162.96,102.22,37.03,-3.5,6.73,39.54
NAMS,NewAmsterdam Pharma Company N.V.,AHA,2024,mid,40.28,30.91,38.1,1.26,-4.9,-15.46,-19.76
SLN,Silence Therapeutics Plc,AHA,2024,small,-31.76,-29.33,-28.77,-27.59,-45.12,-43.23,-39.61
TNXP,Tonix Pharmaceuticals Holding Corp.,ACR,2024,nano,-8.9,-30.96,-7.55,-6.56,24.1,46.45,41.11
PLRX,Pliant Therapeutics Inc.,AASLD,2024,small,11.78,-15.21,-14.22,-14.33,2.9,8.29,17.7
IVA,Inventiva S.A.,AASLD,2024,micro,60.95,-0.37,-1.45,0.74,0.74,-1.84,-4.41
NVO,Novo Nordisk A/S,AASLD,2024,,-13.61,-13.29,-7.27,-6.74,0.87,2.77,7.33
NTLA,Intellia Therapeutics Inc.,AHA,2024,small,-21.69,-32.41,-7.73,-20.17,1.15,5.87,4.87
REGN,Regeneron Pharmaceuticals Inc.,AHA,2024,large,-24.02,-21.86,-8.69,-8.34,-1.61,-0.96,-0.96
RHHBY,Roche Holding AG ADR,AASLD,2024,,-4.32,-8.65,-7.95,-3.91,-1.3,-1.94,-0.17
ABUS,Arbutus Biopharma Corporation,AASLD,2024,small,-5.47,-12.53,-8.33,-3.2,-3.03,-3.31,-4.68
PRLD,Prelude Therapeutics Incorporated,ESMO,2024,micro,-14.51,-16.29,-7.12,-0.41,-46.17,-47.2,-56.11
EVAX,Evaxion A/S,ESMO,2024,micro,13.21,-6.66,-1.64,-7.69,1.0,-1.67,3.67
MRK,Merck & Company Inc.,ESMO,2024,large,0.57,1.93,-2.19,0.39,2.1,-0.2,-1.99
ZYME,Zymeworks Inc.,ESMO,2024,small,22.94,19.66,6.91,7.18,-1.91,1.75,0.08
NXTC,NextCure Inc.,ESMO,2024,nano,-12.5,-10.26,-4.76,0.72,-1.43,0.0,-2.14
PDSB,PDS Biotechnology Corporation,ESMO,2024,micro,-6.83,-7.69,-6.25,-0.33,4.0,4.67,27.33
AMGN,Amgen Inc.,ESMO,2024,large,-0.46,3.43,-0.41,2.0,0.11,0.95,-3.08
IMMP,Immutep Limited,ESMO,2024,mid,32.0,16.81,0.38,1.15,-15.53,-13.26,-16.29
APVO,Aptevo Therapeutics Inc.,ESMO,2024,nano,-14.87,-15.07,-1.39,1.72,-42.25,-50.42,-49.3
ACRV,Acrivon Therapeutics Inc.,ESMO,2024,micro,18.01,17.24,-6.11,12.78,-14.7,-18.86,-21.44
MRK,Merck & Company Inc.,ESMO,2024,large,1.26,1.71,-1.88,-2.2,2.35,1.67,-1.35
ASND,Ascendis Pharma A/S,ESMO,2024,mid,-9.86,-14.13,-13.89,2.04,22.96,22.97,25.24
CCCC,C4 Therapeutics Inc.,ESMO,2024,small,-4.04,9.39,-0.31,18.7,-0.78,-0.94,-8.11
PFE,Pfizer Inc.,ESMO,2024,large,-4.86,1.57,1.53,2.1,3.12,0.89,-0.24
BYSI,BeyondSpring Inc.,WCLC,2024,micro,4.64,8.56,2.01,5.18,6.4,9.36,2.46
CVAC,CureVac N.V.,ESMO,2024,,-26.34,-16.46,-17.22,-12.74,11.31,19.34,12.77
NUVL,Nuvalent Inc.,ESMO,2024,micro,5.69,23.23,1.09,1.32,1.44,30.05,18.32
PDSB,PDS Biotechnology Corporation,ESMO,2024,micro,-24.48,-3.62,-12.54,-8.44,2.73,4.44,7.17
CCCC,C4 Therapeutics Inc.,ESMO,2024,small,-16.92,0.0,-18.67,-14.56,20.74,17.78,14.26
RPRX,Royalty Pharma plc,ESMO,2024,large,-0.31,9.29,1.81,-1.14,-2.23,-1.53,-3.45
PLRX,Pliant Therapeutics Inc.,ERS,2024,small,-3.74,4.8,-4.31,-3.16,0.85,-7.77,-12.04
AVBP,ArriVent BioPharma Inc.,WCLC,2024,small,25.16,28.9,15.41,4.79,-2.57,-12.39,-19.17
ATXS,Astria Therapeutics Inc.,ACAAI,2024,,4.85,4.85,0.52,1.92,3.6,-3.08,1.2
VCNX,Vaccinex Inc.,CTAD,2024,nano,-11.43,42.91,59.92,18.88,-26.8,-18.11,-9.43
CGTX,Cognition Therapeutics Inc.,CTAD,2024,nano,-7.85,23.15,28.76,12.35,-2.05,-9.94,10.39
LGVN,Longeveron Inc.,CTAD,2024,,8.46,15.96,12.37,6.34,-0.92,3.21,5.5
HUMA,Humacyte Inc.,ASN,2024,small,5.87,2.76,-1.41,4.68,-4.83,-9.3,-1.25
BIIB,Biogen Inc.,ASN,2024,large,-8.96,-6.27,-5.15,-1.6,0.98,-4.5,-5.32
APLS,Apellis Pharmaceuticals Inc.,ASN,2024,,-26.52,-7.49,-2.56,-0.74,2.74,7.05,10.87
GILD,Gilead Sciences Inc.,AACR,2024,large,7.21,6.18,4.51,2.38,-0.02,0.82,8.77
IDYA,IDEAYA Biosciences Inc.,AACR,2024,mid,-22.05,-5.19,-5.5,-4.39,2.77,-2.05,7.12
TYRA,Tyra Biosciences Inc.,AACR,2024,small,34.7,22.58,30.4,4.68,-30.48,-42.71,-43.69
IRON,Disc Medicine Inc.,ASN,2024,small,-3.75,-8.13,-3.66,-9.02,0.41,2.46,41.3
KALV,KalVista Pharmaceuticals Inc.,AAAAI,2024,,8.35,-2.19,3.78,-3.44,0.17,-12.1,-5.47
INAB,IN8bio Inc.,SNO,2024,nano,39.94,5.54,-4.32,-4.22,-2.41,0.52,-3.99
RVMD,Revolution Medicines Inc - Ordinary Shares,ENA,2024,mid,8.12,6.97,-6.4,-6.31,1.06,16.59,27.92
ZLAB,Zai Lab Limited,ENA,2024,large,40.42,28.05,14.25,9.79,11.85,4.42,6.46
RCUS,Arcus Biosciences Inc.,AACR,2024,small,-0.35,12.61,1.35,-4.99,-5.83,-11.71,-5.02
NTLA,Intellia Therapeutics Inc.,ACAAI,2024,mid,-3.53,-3.06,12.09,-4.96,-20.01,-28.69,-19.76
PHVS,Pharvaris N.V.,ACAAI,2024,small,8.24,17.58,24.57,4.52,-2.25,11.98,0.5
IMMX,Immix Biopharma Inc.,ASGCT,2024,nano,-31.8,-26.37,-16.85,-10.3,-9.46,4.05,-2.7
RPTX,Repare Therapeutics Inc.,AACR,2024,,21.8,16.94,23.94,6.02,-4.26,-2.27,-1.99
TGTX,TG Therapeutics Inc.,ECTRIMS,2024,mid,21.87,1.5,13.59,8.71,0.8,-6.9,-10.77
BYSI,BeyondSpring Inc.,ESMO,2024,micro,24.32,22.99,12.75,13.3,-3.48,-9.57,-0.43
IMMP,Immutep Limited,ESMO,2024,mid,21.03,26.2,18.59,22.28,-7.63,-10.17,-14.83
RCUS,Arcus Biosciences Inc.,ASCO-GU,2025,small,-13.42,-6.63,-0.76,5.22,-15.27,-21.83,-26.03
ENGN,enGene Holdings Inc.,ASCO-GU,2025,small,-6.02,-10.84,-6.72,-0.79,-4.48,-2.4,-6.56
VCYT,Veracyte Inc.,ASCO-GU,2025,mid,-0.03,-3.67,-12.95,-4.74,2.1,-0.58,-15.23
KALV,KalVista Pharmaceuticals Inc.,AAAAI,2025,,5.02,17.2,4.9,-0.22,0.76,6.3,17.17
RNXT,RenovoRx Inc.,ASCO-GI,2025,nano,0.73,6.98,3.76,-8.0,-2.17,-0.72,-16.67
CATX,Isoray. (DE),ASCO-GI,2025,micro,-3.71,15.61,2.83,14.87,5.51,-2.2,-8.82
RCUS,Arcus Biosciences Inc.,ASCO,2025,small,3.01,-11.98,-2.59,-1.38,1.2,-8.23,-11.02
PSTV,PLUS THERAPEUTICS Inc.,SABCS,2024,nano,-13.97,-1.68,-12.69,-10.69,-14.53,-7.69,0.85
MRUS,Merus N.V.,UNKNOWN,2024,,-16.46,-3.32,-7.38,-0.33,-0.84,-0.91,-1.17
GMAB,Genmab A/S,UNKNOWN,2024,,-12.12,-3.14,-7.74,-8.29,0.6,2.25,4.9
ELTX,Elicio Therapeutics Inc.,ESMO,2024,micro,27.88,2.31,5.35,10.6,-4.7,-4.51,-3.2
INKT,MiNK Therapeutics Inc.,AACR,2025,nano,45.69,20.48,6.93,7.04,-12.49,-23.94,-26.67
BCYC,Bicycle Therapeutics plc,SABCS,2024,small,-12.23,-9.17,3.64,9.79,-34.52,-28.88,-31.01
CELC,Celcuity Inc.,SABCS,2024,small,-19.99,-14.79,-2.45,0.16,-0.94,-4.95,2.75
LLY,Eli Lilly and Company,SABCS,2024,large,-11.51,-2.35,1.3,-3.65,-2.15,-4.36,-0.68
INAB,IN8bio Inc.,ASH,2024,nano,11.63,1.2,10.65,5.22,-4.46,-14.29,-30.16
OLMA,Olema Pharmaceuticals Inc.,SABCS,2024,small,-20.07,-25.79,5.95,-5.6,-10.91,-34.96,-33.05
ALXO,ALX Oncology Holdings Inc.,SABCS,2024,micro,17.81,16.22,17.01,10.97,-12.21,4.07,6.4
ZYME,Zymeworks Inc.,SABCS,2024,small,-0.76,-24.18,-7.46,-5.81,-0.3,1.75,7.61
NVS,Novartis AG,ASH,2024,large,-12.06,-3.78,-1.8,-2.75,-2.47,-2.54,-3.27
XNCR,Xencor Inc.,ASH,2024,small,16.83,8.11,-3.3,-5.26,0.24,-0.63,-3.61
IMMX,Immix Biopharma Inc.,ASH,2024,micro,51.19,43.5,47.67,13.39,-8.66,-9.84,-14.17
INCY,Incyte Corporation,ASH,2024,large,9.77,-11.55,-1.92,0.11,0.53,-3.76,-3.05
ACIU,AC Immune SA,ADPD,2025,micro,-33.09,-28.0,-18.92,-9.55,-1.67,-15.0,-16.67
MRK,Merck & Company Inc.,AACR,2025,large,-12.51,-7.27,4.5,6.28,2.38,0.12,-2.79
EVAX,Evaxion A/S,AACR,2025,micro,-7.3,-6.25,22.22,25.95,-9.09,-12.12,-9.7
CHRS,Coherus Oncology Inc.,AACR,2025,micro,11.94,22.82,23.22,-2.83,-2.95,-0.97,-0.97
TARA,Protara Therapeutics Inc.,ASCO-GU,2025,micro,0.23,-5.68,10.49,12.21,-21.3,-21.53,-24.31
ALXO,ALX Oncology Holdings Inc.,AACR,2025,nano,-27.71,-15.85,25.21,9.27,-11.76,-11.33,-29.73
BMY,Bristol-Myers Squibb Company,AACR,2025,large,-19.23,-17.33,-3.51,-1.1,-0.47,3.86,-4.6
BOLT,Bolt Biotherapeutics Inc.,AACR,2025,nano,-7.05,-11.49,21.18,11.14,-4.88,-9.13,-7.97
VCNX,Vaccinex Inc.,AACR,2025,nano,18.57,36.07,13.7,12.16,-19.28,-19.28,-18.07
ATHE,Alterity Therapeutics Limited,AAN,2025,large,-28.68,-26.98,-21.14,-5.8,13.77,26.81,26.09
NRSN,NeuroSense Therapeutics Ltd.,AAN,2025,nano,-11.42,-13.04,-13.04,3.18,4.31,8.67,5.5
ARVN,Arvinas Inc.,ADPD,2025,small,-61.17,-62.25,-21.14,-9.09,-7.68,0.72,26.81
TCRX,TScan Therapeutics Inc.,ASH,2024,micro,-5.11,-18.6,2.65,3.34,-33.62,-35.99,-37.28
INMB,INmune Bio Inc.,ADPD,2025,micro,-14.92,-3.58,8.62,-11.85,3.33,-12.42,-4.35
AZN,AstraZeneca PLC,ACC,2025,,-0.83,-2.44,-4.85,2.83,0.44,-11.91,-10.96
MRK,Merck & Company Inc.,ACC,2025,large,7.49,-4.21,-5.87,-3.34,-2.36,-9.02,-11.27
BMEA,Biomea Fusion Inc.,ATTD,2025,micro,-23.47,-14.07,14.34,13.89,-6.27,-25.78,-29.97
DYN,Dyne Therapeutics Inc.,MDA,2025,small,-15.26,-13.37,-2.19,4.78,4.4,2.82,-13.2
ZNTL,Zentalis Pharmaceuticals Inc.,SGO,2025,micro,1.72,-27.16,-7.81,-1.12,0.0,11.86,-10.17
QTTB,Q32 Bio Inc.,AAD,2025,nano,-36.93,-29.52,-12.6,2.78,-14.41,-1.35,-1.8
HOTH,Hoth Therapeutics Inc.,AAD,2025,,-12.68,1.64,14.81,31.3,-15.32,-10.48,-16.13
JSPR,Jasper Therapeutics Inc.,AAAAI,2025,micro,11.05,-2.15,-2.47,3.67,-6.75,-10.96,-4.72
COGT,Cogent Biosciences Inc.,AAAAI,2025,small,-8.96,-27.85,-17.57,-17.06,12.22,10.43,8.64
AGEN,Agenus Inc.,AACR,2025,micro,1.28,-12.22,-2.17,-10.23,-0.95,-18.35,-35.13
COGT,Cogent Biosciences Inc.,ASH,2024,small,-25.73,-12.93,-2.63,-6.12,6.86,-7.09,-12.71
RHHBY,Roche Holding AG ADR,ASH,2024,,-10.01,-2.92,3.02,1.19,-2.38,-2.66,-4.44
GILD,Gilead Sciences Inc.,ASH,2024,large,3.52,-4.6,2.15,-2.01,0.23,-0.09,1.38
KURA,Kura Oncology Inc.,ASH,2024,small,-39.06,-39.65,-1.2,-4.73,-3.56,-6.47,-16.21
KYKOF,Kyowa Kirin Co. Ltd.,ASH,2024,,-3.78,-3.78,-4.18,0.0,0.0,0.0,-6.73
ACLX,Arcellx Inc.,ASH,2024,,0.28,-17.96,-6.51,-11.67,-2.7,-1.34,-9.18
COGT,Cogent Biosciences Inc.,ASH,2024,small,-25.73,-12.93,-2.63,-6.12,6.86,-7.09,-12.71
ADCT,ADC Therapeutics SA,ASH,2024,small,6.1,6.83,57.29,34.91,11.18,-36.1,-36.42
SNDX,Syndax Pharmaceuticals Inc.,ASH,2024,small,-9.28,-22.01,5.72,1.86,-12.17,-18.93,-21.75
BNOX,Bionomics Limited,ACNP,2024,,21.28,-26.13,1.7,-0.83,-0.28,-4.74,-15.32
VOR,Vor Biopharma Inc.,ASH,2024,micro,12.72,-14.46,3.73,-5.7,23.25,24.47,5.92
AGIO,Agios Pharmaceuticals Inc.,ASH,2024,mid,36.7,4.37,10.7,4.71,-25.34,-30.74,-42.65
ABBV,AbbVie Inc.,ASH,2024,large,-6.21,-11.68,-0.43,-3.07,-0.3,-2.59,1.25
SLS,SELLAS Life Sciences Group Inc.,ASH,2024,micro,-7.32,-7.32,-2.56,-1.72,-8.77,-19.29,-20.25
AFMD,Affimed N.V.,ASH,2024,,-30.03,-39.48,-11.07,-16.19,-0.43,-8.58,-48.93
IRON,Disc Medicine Inc.,ASH,2024,small,40.88,-0.28,-0.22,0.93,4.09,2.1,-1.56
IPHA,Innate Pharma S.A.,ASH,2024,micro,-18.33,-20.11,-9.82,0.68,22.45,61.22,42.86
PSTX,Poseida Therapeutics Inc.,ASH,2024,,288.38,203.9,242.86,0.43,0.96,1.6,1.28
BEAM,Beam Therapeutics Inc.,ASH,2024,mid,23.94,-1.29,6.63,-5.62,13.07,8.31,7.45
STOK,Stoke Therapeutics Inc.,AES,2024,small,4.32,-5.28,11.54,3.8,9.47,-4.06,-7.08
XENE,Xenon Pharmaceuticals Inc.,AES,2024,mid,-1.05,-9.47,4.05,-2.86,1.55,-3.28,-6.71
TARA,Protara Therapeutics Inc.,ASCO-GU,2024,micro,88.3,44.49,53.25,16.45,66.95,76.55,46.33
GMAB,Genmab A/S,UNKNOWN,2024,,-6.44,-4.7,4.42,4.12,0.93,2.84,-6.88
MRUS,Merus N.V.,UNKNOWN,2024,,-14.9,-10.85,-3.74,-1.43,3.06,-2.45,-4.55
BGNE,BeiGene Ltd.,ASH,2024,,-3.38,0.07,7.93,-0.06,-8.81,-14.24,-13.58
EDIT,Editas Medicine Inc.,ASH,2024,micro,-32.7,-31.41,-12.3,-2.28,-1.87,-30.84,-41.59
RIGL,Rigel Pharmaceuticals Inc.,ASH,2024,small,79.73,15.31,-2.27,-5.91,-19.21,-24.79,-32.61
CRSP,CRISPR Therapeutics AG,ASH,2024,mid,10.49,1.38,9.29,-5.11,-6.97,-15.46,-22.64
IRON,Disc Medicine Inc.,ASH,2024,small,40.88,-0.28,-0.22,0.93,4.09,2.1,-1.56
PTGX,Protagonist Therapeutics Inc.,ASH,2024,mid,-11.0,-9.02,-9.47,-2.77,-1.09,-1.43,-3.47
FATE,Fate Therapeutics Inc.,ASH,2024,small,0.0,9.5,15.72,-10.47,-13.96,-24.53,-37.36
GLPG,Galapagos NV,ASH,2024,,-6.77,-0.26,-0.52,-3.57,0.82,-0.3,0.37
ONC,BeOne Medicines Ltd.,ASH,2024,large,-3.38,0.07,7.93,-0.06,-8.81,-14.24,-13.58
